nome_usuario,cpf,descricao_produto,avaliacao_descricao,marca_produto,avaliacao_marca,id
Vitoria Costa Andrade,13247830448,oleo soya,4,soya,5,a487f6e16421e74e
Otavio Souza Rocha,12548055590,pao integral rap10,2,rap10,5,152e5ac17c247386
Beatriz Moreira Lima,70903418525,refrigerante coca cola,3,coca cola,1,b859dc801d8350ec
Henrique Santos Almeida,10114581010,papel higienico perfurmado flor lotus,4,flor de lotus,4,0bfd9ef01bb0c0be
Zoe Carvalho Ferreira,60747317305,arroz tio joao,1,tio joão,1,91e92082aec624ed
Zoe Carvalho Ferreira,60747317305,oleo soja soya,4,soya,4,115b0cd735758b62
Beatriz Marques Barbosa,55565857503,arroz tio joao,5,tio joão,5,91e92082aec624ed
Isabela Costa Souza,71475109172,oleo soya,1,soya,5,a487f6e16421e74e
Ana Marques Vieira,81076193820,feijao carioca,2,generico,4,34fa3239bb692bcf
Matheus Ferreira Santana,1291102647,salsicha hot dog seara,4,seara,2,80aed25561e211eb
Larissa Carvalho Ferreira,45756376372,sabonete palm,5,palmolive,4,a0b9e00f24ed41d1
Andre Barbosa Lima,77106803308,refrigerante grapette,5,grapette,5,b18ec33b49021f37
Igor Souza Moreira,95830436809,suco maracuja kapo,2,kapo,1,c9e0b63010291868
Isabela Nunes Cardoso,45161646632,arroz tio joao,3,tio joão,4,91e92082aec624ed
Joao Nascimento Lima,6167112398,pao de forma,4,generico,3,7c0d84a202081aeb
Beatriz Marques Barbosa,55565857503,feij carioca,4,generico,1,8f865ec7d9f1b4d7
Lucas Carvalho,98765432100,sabonete palm,5,palmolive,4,a0b9e00f24ed41d1
Caio Moreira Costa,11387575864,refrigerante coca cola,1,coca cola,4,b859dc801d8350ec
Patricia Oliveira Barbosa,86406968026,refrigerante bare,2,bare,2,da41e5c5c5ddf98c
Isabela Costa Souza,71475109172,pao de forma,2,generico,2,7c0d84a202081aeb
Igor Souza Moreira,95830436809,queijo mussarela fatiado,4,generico,1,405c85bc4c79e9d8
Matheus Ferreira Santana,1291102647,chocolate po dubom,2,dubom,3,5f37a52700f1804a
Beatriz Moreira Lima,70903418525,nissin tomate turma monica,4,nissin,2,100aa838694d80b7
Caio Moreira Costa,11387575864,frango perdigao,1,perdigao,3,820d2ae8c8ad4579
Ana Marques Vieira,81076193820,salsicha hot dog seara,2,seara,4,80aed25561e211eb
Beatriz Marques Barbosa,55565857503,goma tapioca jo alimentos,1,generico,2,b0f59646ddc9458c
Igor Souza Moreira,95830436809,suco laranja kapo,4,kapo,2,b0f19386516f2f69
Larissa Carvalho Ferreira,45756376372,acucar refinado uniao,2,união,4,4ad51bf5be0f6ebf
Beatriz Marques Barbosa,55565857503,macarrao renata espaguete,3,renata,3,ee1490e9b7a35448
Caio Moreira Costa,11387575864,bala eucalipto freegells,1,freegells,3,5fa1193e6c084a06
Isabela Costa Souza,71475109172,chocolate po dubom,3,dubom,1,5f37a52700f1804a
Joao Nascimento Lima,6167112398,oleo soja concord,3,concord,3,d62cd37fcb75ae41
Joao Nascimento Lima,6167112398,feij carioca,5,generico,3,8f865ec7d9f1b4d7
Joao Nascimento Lima,6167112398,rosquinha coco galo,3,galo,5,404ff7046866c3ed
Beatriz Moreira Lima,70903418525,achocolatado po nescau,4,nescau,1,4b18a3d1193a0b75
Lucas Carvalho,98765432100,cheiro verde misto,3,generico,4,a6af865ce62f0ffd
Larissa Carvalho Ferreira,45756376372,rosquinha coco galo,4,galo,3,404ff7046866c3ed
Matheus Ferreira Santana,1291102647,sorvete chocolate toya,4,toya,3,4d1321dc998bb78c
Ana Marques Vieira,81076193820,feij carioca,5,generico,1,8f865ec7d9f1b4d7
Vinicius Cardoso Costa,97616924000,suco laranja kapo,1,kapo,5,b0f19386516f2f69
Vitoria Costa Andrade,13247830448,leite condensado mococa,4,mococa,5,6cc6e39b987fc50a
Joao Nascimento Lima,6167112398,batata palha scrush,4,scrush,3,896e9930b557a4ee
Joao Nascimento Lima,6167112398,presunto cozido bigbom,1,big bom,2,bbd7ad169db9ba96
Vitoria Costa Andrade,13247830448,frango perdigao congelado,2,perdigao,5,d6c46501a2daf86d
Otavio Souza Rocha,12548055590,frango perdigao,3,perdigao,4,820d2ae8c8ad4579
Zoe Carvalho Ferreira,60747317305,salsicha hot dog seara,5,seara,5,80aed25561e211eb
Ana Marques Vieira,81076193820,refrigerante grapette,1,grapette,2,b18ec33b49021f37
Lucas Carvalho,98765432100,cafe pilao,1,pilao,5,595a16276251ffad
Vinicius Cardoso Costa,97616924000,refrigerante laranjinha,1,laranjinha,5,45c4d145142850d3
Vinicius Cardoso Costa,97616924000,nescau po,3,nescau,2,a18b3d828ffb3386
Otavio Souza Rocha,12548055590,oleo soya,2,soya,4,a487f6e16421e74e
Larissa Carvalho Ferreira,45756376372,pao de forma,1,generico,4,7c0d84a202081aeb
Isabela Costa Souza,71475109172,frango perdigao,3,perdigao,1,820d2ae8c8ad4579
Beatriz Moreira Lima,70903418525,mini waffer brig trigolino,5,trigolino,3,d0c1db793f17062e
Vinicius Lopes Fernandes,64448139212,pao integral rap10,2,rap10,2,152e5ac17c247386
Lucas Carvalho,98765432100,acucar uniao,2,união,1,fc1b0d5db586ebe9
Isabela Costa Souza,71475109172,goma tapioca jo alimentos,1,generico,4,b0f59646ddc9458c
Beatriz Moreira Lima,70903418525,sabonete palm,5,palmolive,1,a0b9e00f24ed41d1
Vinicius Cardoso Costa,97616924000,pao frances,5,generico,3,d50b681b711f8c2e
Joao Nascimento Lima,6167112398,frango perdigao,4,perdigao,3,820d2ae8c8ad4579
Beatriz Moreira Lima,70903418525,feij carioca,2,generico,2,8f865ec7d9f1b4d7
Andre Barbosa Lima,77106803308,sorvete chocolate toya,5,toya,3,4d1321dc998bb78c
Vinicius Cardoso Costa,97616924000,pao integral rap10,5,rap10,4,152e5ac17c247386
Lucas Carvalho,98765432100,achocolatado po nescau,5,nescau,3,4b18a3d1193a0b75
Caio Moreira Costa,11387575864,sabonete palm,2,palmolive,4,a0b9e00f24ed41d1
Vinicius Cardoso Costa,97616924000,macarrao renata espaguete,5,renata,5,ee1490e9b7a35448
Matheus Ferreira Santana,1291102647,refrigerante laranjinha,4,laranjinha,5,45c4d145142850d3
Lucas Carvalho,98765432100,manteiga aviacao,2,aviacao,1,5397960aeba2e6b3
Patricia Oliveira Barbosa,86406968026,mini waffer brig trigolino,5,trigolino,1,d0c1db793f17062e
Joao Nascimento Lima,6167112398,acucar refinado uniao,5,união,1,4ad51bf5be0f6ebf
Isabela Nunes Cardoso,45161646632,acucar refinado uniao,1,união,3,4ad51bf5be0f6ebf
Zoe Carvalho Ferreira,60747317305,chocolate po dubom,2,dubom,5,5f37a52700f1804a
Caio Moreira Costa,11387575864,oleo soya,1,soya,4,a487f6e16421e74e
Zoe Carvalho Ferreira,60747317305,oleo soja soya,5,soya,4,115b0cd735758b62
Beatriz Marques Barbosa,55565857503,oleo soja soya,4,soya,5,115b0cd735758b62
Henrique Santos Almeida,10114581010,sabonete palm,5,palmolive,4,a0b9e00f24ed41d1
Andre Barbosa Lima,77106803308,leite condensado mococa,5,mococa,5,6cc6e39b987fc50a
Vitoria Costa Andrade,13247830448,nescau po,4,nescau,2,a18b3d828ffb3386
Igor Souza Moreira,95830436809,cafe pilao,1,pilao,2,595a16276251ffad
Vitoria Costa Andrade,13247830448,sabonete palm,3,palmolive,4,a0b9e00f24ed41d1
Isabela Santos Lima,25925780132,mini waffer brig trigolino,1,trigolino,1,d0c1db793f17062e
Lucas Carvalho,98765432100,feij carioca,1,generico,5,8f865ec7d9f1b4d7
Igor Souza Moreira,95830436809,refrigerante coca cola,1,coca cola,2,b859dc801d8350ec
Matheus Ferreira Santana,1291102647,cheiro verde misto,1,generico,4,a6af865ce62f0ffd
Lucas Carvalho,98765432100,suco morango kapo,1,kapo,4,2a03f46abe452c69
Patricia Oliveira Barbosa,86406968026,acucar refinado uniao,2,união,4,4ad51bf5be0f6ebf
Andre Barbosa Lima,77106803308,oleo soja concord,3,concord,4,d62cd37fcb75ae41
Andre Barbosa Lima,77106803308,pao de forma,4,generico,2,7c0d84a202081aeb
Ana Marques Vieira,81076193820,bala eucalipto freegells,4,freegells,3,5fa1193e6c084a06
Larissa Carvalho Ferreira,45756376372,arroz tio joao,1,tio joão,2,91e92082aec624ed
Larissa Carvalho Ferreira,45756376372,biscoito brig trigolino,5,trigolino,2,bae138b239e23b96
Vinicius Lopes Fernandes,64448139212,queijo mussarela fatiado,5,generico,4,405c85bc4c79e9d8
Otavio Souza Rocha,12548055590,oleo soja concord,4,concord,2,d62cd37fcb75ae41
Andre Barbosa Lima,77106803308,suco morango kapo,1,kapo,5,2a03f46abe452c69
Caio Moreira Costa,11387575864,batata palha scrush,2,scrush,1,896e9930b557a4ee
Olivia Oliveira Freitas,94232829032,creme dental colgate,5,colgate,5,6675903bd8378edd
Olivia Oliveira Freitas,94232829032,pao frances,2,generico,4,d50b681b711f8c2e
Olivia Oliveira Freitas,94232829032,queijo mussarela fatiado,5,generico,3,405c85bc4c79e9d8
Isabela Santos Lima,25925780132,suco laranja dafruta,1,dafruta,4,3dbc58dc82f8efe9
Otavio Souza Rocha,12548055590,bala eucalipto freegells,3,freegells,2,5fa1193e6c084a06
Vinicius Lopes Fernandes,64448139212,acucar refinado uniao,2,união,3,4ad51bf5be0f6ebf
Matheus Ferreira Santana,1291102647,suco morango kapo,3,kapo,5,2a03f46abe452c69
Larissa Carvalho Ferreira,45756376372,sorvete chocolate toya,1,toya,3,4d1321dc998bb78c
Vinicius Lopes Fernandes,64448139212,mini waffer brig trigolino,3,trigolino,1,d0c1db793f17062e
Isabela Santos Lima,25925780132,suco morango kapo,4,kapo,5,2a03f46abe452c69
Larissa Carvalho Ferreira,45756376372,macarrao renata espaguete,4,renata,5,ee1490e9b7a35448
Vitoria Costa Andrade,13247830448,achocolatado po nescau,4,nescau,5,4b18a3d1193a0b75
Patricia Oliveira Barbosa,86406968026,frango perdigao,3,perdigao,1,820d2ae8c8ad4579
Henrique Santos Almeida,10114581010,chocolate po dubom,4,dubom,1,5f37a52700f1804a
Isabela Nunes Cardoso,45161646632,oleo soja concord,2,concord,3,d62cd37fcb75ae41
Patricia Oliveira Barbosa,86406968026,refrigerante laranjinha,1,laranjinha,3,45c4d145142850d3
Beatriz Moreira Lima,70903418525,refrigerante bare,2,bare,1,da41e5c5c5ddf98c
Beatriz Marques Barbosa,55565857503,refrigerante grapette,3,grapette,4,b18ec33b49021f37
Andre Barbosa Lima,77106803308,nescau po,2,nescau,4,a18b3d828ffb3386
Zoe Carvalho Ferreira,60747317305,guarana classic 2lt,5,guarana antartica,3,6e227f0d7bb97433
Matheus Ferreira Santana,1291102647,pao de forma,2,generico,2,7c0d84a202081aeb
Otavio Souza Rocha,12548055590,pao frances,3,generico,1,d50b681b711f8c2e
Beatriz Marques Barbosa,55565857503,salsicha hot dog seara,5,seara,5,80aed25561e211eb
Larissa Carvalho Ferreira,45756376372,frango perdigao congelado,4,perdigao,4,d6c46501a2daf86d
Larissa Carvalho Ferreira,45756376372,achocolatado po nescau,3,nescau,4,4b18a3d1193a0b75
Isabela Santos Lima,25925780132,macarrao renata espaguete,5,renata,2,ee1490e9b7a35448
Joao Nascimento Lima,6167112398,pao frances,3,generico,4,d50b681b711f8c2e
Larissa Carvalho Ferreira,45756376372,milho pipoca campi,3,campi,1,ce8e300dffdeb602
Beatriz Marques Barbosa,55565857503,biscoito brig trigolino,4,trigolino,4,bae138b239e23b96
Isabela Nunes Cardoso,45161646632,bala eucalipto freegells,1,freegells,2,5fa1193e6c084a06
Caio Moreira Costa,11387575864,sorvete chocolate toya,5,toya,1,4d1321dc998bb78c
Ana Marques Vieira,81076193820,sabonete palm,1,palmolive,2,a0b9e00f24ed41d1
Joao Nascimento Lima,6167112398,melancia,4,generico,2,4fa3230bc9e14928
Vitoria Costa Andrade,13247830448,oleo soya,1,soya,1,a487f6e16421e74e
Vinicius Cardoso Costa,97616924000,melancia,1,generico,3,4fa3230bc9e14928
Isabela Santos Lima,25925780132,salsicha hot dog seara,3,seara,3,80aed25561e211eb
Isabela Nunes Cardoso,45161646632,biscoito brig trigolino,1,trigolino,3,bae138b239e23b96
Caio Moreira Costa,11387575864,refrigerante laranjinha,3,laranjinha,1,45c4d145142850d3
Caio Moreira Costa,11387575864,macarrao renata espaguete,4,renata,4,ee1490e9b7a35448
Isabela Nunes Cardoso,45161646632,suco maracuja kapo,1,kapo,4,c9e0b63010291868
Henrique Santos Almeida,10114581010,pao integral rap10,2,rap10,3,152e5ac17c247386
Joao Nascimento Lima,6167112398,leite condensado mococa,5,mococa,5,6cc6e39b987fc50a
Beatriz Marques Barbosa,55565857503,oleo soja concord,1,concord,4,d62cd37fcb75ae41
Andre Barbosa Lima,77106803308,pao integral rap10,3,rap10,4,152e5ac17c247386
Otavio Souza Rocha,12548055590,achocolatado po nescau,3,nescau,3,4b18a3d1193a0b75
Joao Nascimento Lima,6167112398,suco laranja kapo,5,kapo,3,b0f19386516f2f69
Isabela Costa Souza,71475109172,acucar refinado uniao,1,união,2,4ad51bf5be0f6ebf
Joao Nascimento Lima,6167112398,milho pipoca campi,3,campi,4,ce8e300dffdeb602
Vinicius Lopes Fernandes,64448139212,feijao carioca,3,generico,4,34fa3239bb692bcf
Zoe Carvalho Ferreira,60747317305,iogurte nestle morango,3,nestle,1,7e9c0100871ad92b
Larissa Carvalho Ferreira,45756376372,nescau po,4,nescau,4,a18b3d828ffb3386
Isabela Santos Lima,25925780132,acucar uniao,4,união,2,fc1b0d5db586ebe9
Joao Nascimento Lima,6167112398,suco uva kapo,2,kapo,3,27738d64070f7151
Matheus Ferreira Santana,1291102647,calabresa perdigao,5,perdigao,2,3b786ddf17a84fdb
Lucas Carvalho,98765432100,goma tapioca jo alimentos,5,generico,1,b0f59646ddc9458c
Isabela Costa Souza,71475109172,milho pipoca campi,4,campi,5,ce8e300dffdeb602
Olivia Oliveira Freitas,94232829032,achocolatado po nescau,5,nescau,1,4b18a3d1193a0b75
Joao Nascimento Lima,6167112398,oleo soya,5,soya,2,a487f6e16421e74e
Joao Nascimento Lima,6167112398,acucar uniao,2,união,4,fc1b0d5db586ebe9
Vinicius Lopes Fernandes,64448139212,batata palha scrush,2,scrush,2,896e9930b557a4ee
Andre Barbosa Lima,77106803308,oleo soja soya,4,soya,1,115b0cd735758b62
Vitoria Costa Andrade,13247830448,goma tapioca jo alimentos,2,generico,3,b0f59646ddc9458c
Isabela Nunes Cardoso,45161646632,nescau po,3,nescau,3,a18b3d828ffb3386
Joao Nascimento Lima,6167112398,iogurte nestle morango,2,nestle,4,7e9c0100871ad92b
Andre Barbosa Lima,77106803308,acucar uniao,3,união,3,fc1b0d5db586ebe9
Olivia Oliveira Freitas,94232829032,acucar refinado uniao,4,união,2,4ad51bf5be0f6ebf
Vitoria Costa Andrade,13247830448,suco uva kapo,1,kapo,2,27738d64070f7151
Isabela Costa Souza,71475109172,suco uva kapo,3,kapo,3,27738d64070f7151
Ana Marques Vieira,81076193820,calabresa perdigao,5,perdigao,2,3b786ddf17a84fdb
Zoe Carvalho Ferreira,60747317305,calabresa perdigao,5,perdigao,1,3b786ddf17a84fdb
Vinicius Lopes Fernandes,64448139212,milho pipoca campi,2,campi,5,ce8e300dffdeb602
Patricia Oliveira Barbosa,86406968026,refrigerante grapette,2,grapette,3,b18ec33b49021f37
Matheus Ferreira Santana,1291102647,acucar refinado uniao,2,união,2,4ad51bf5be0f6ebf
Andre Barbosa Lima,77106803308,mini waffer brig trigolino,5,trigolino,2,d0c1db793f17062e
Caio Moreira Costa,11387575864,iogurte nestle morango,3,nestle,1,7e9c0100871ad92b
Otavio Souza Rocha,12548055590,oleo soja soya,5,soya,1,115b0cd735758b62
Olivia Oliveira Freitas,94232829032,arroz tio joao,4,tio joão,3,91e92082aec624ed
Andre Barbosa Lima,77106803308,feij carioca,2,generico,3,8f865ec7d9f1b4d7
Ana Marques Vieira,81076193820,acucar uniao,4,união,1,fc1b0d5db586ebe9
Isabela Santos Lima,25925780132,creme dental colgate,4,colgate,4,6675903bd8378edd
Lucas Carvalho,98765432100,sorvete chocolate toya,2,toya,5,4d1321dc998bb78c
Ana Marques Vieira,81076193820,milho pipoca campi,1,campi,3,ce8e300dffdeb602
Larissa Carvalho Ferreira,45756376372,refrigerante grapette,2,grapette,2,b18ec33b49021f37
Olivia Oliveira Freitas,94232829032,frango perdigao,5,perdigao,2,820d2ae8c8ad4579
Henrique Santos Almeida,10114581010,iogurte nestle morango,1,nestle,1,7e9c0100871ad92b
Caio Moreira Costa,11387575864,pao integral rap10,1,rap10,4,152e5ac17c247386
Beatriz Marques Barbosa,55565857503,calabresa perdigao,3,perdigao,1,3b786ddf17a84fdb
Vinicius Lopes Fernandes,64448139212,rosquinha coco galo,3,galo,3,404ff7046866c3ed
Isabela Santos Lima,25925780132,oleo soja soya,4,soya,4,115b0cd735758b62
Vinicius Cardoso Costa,97616924000,milho pipoca campi,5,campi,2,ce8e300dffdeb602
Isabela Costa Souza,71475109172,oleo soja concord,1,concord,2,d62cd37fcb75ae41
Larissa Carvalho Ferreira,45756376372,presunto cozido bigbom,2,big bom,4,bbd7ad169db9ba96
Matheus Ferreira Santana,1291102647,suco laranja dafruta,3,dafruta,4,3dbc58dc82f8efe9
Olivia Oliveira Freitas,94232829032,leite condensado mococa,2,mococa,3,6cc6e39b987fc50a
Otavio Souza Rocha,12548055590,suco maracuja kapo,5,kapo,1,c9e0b63010291868
Ana Marques Vieira,81076193820,suco uva kapo,4,kapo,5,27738d64070f7151
Henrique Santos Almeida,10114581010,papel higienico perfurmado flor lotus,2,flor de lotus,2,0bfd9ef01bb0c0be
Igor Souza Moreira,95830436809,sabonete dove,1,dove,2,02b277c4789da68c
Isabela Nunes Cardoso,45161646632,cheiro verde misto,2,generico,5,a6af865ce62f0ffd
Andre Barbosa Lima,77106803308,chocolate po dubom,5,dubom,4,5f37a52700f1804a
Patricia Oliveira Barbosa,86406968026,papel higienico perfurmado flor lotus,5,flor de lotus,4,0bfd9ef01bb0c0be
Vitoria Costa Andrade,13247830448,suco laranja dafruta,1,dafruta,1,3dbc58dc82f8efe9
Ana Marques Vieira,81076193820,mini waffer brig trigolino,3,trigolino,2,d0c1db793f17062e
Beatriz Marques Barbosa,55565857503,guarana classic 2lt,2,guarana antartica,5,6e227f0d7bb97433
Andre Barbosa Lima,77106803308,farinha lactea nestle,2,nestle,2,46ab29ed9bb90277
Andre Barbosa Lima,77106803308,oleo soya,5,soya,2,a487f6e16421e74e
Zoe Carvalho Ferreira,60747317305,sabonete dove,5,dove,2,02b277c4789da68c
Vinicius Cardoso Costa,97616924000,farinha lactea nestle,5,nestle,5,46ab29ed9bb90277
Isabela Santos Lima,25925780132,achocolatado po nescau,2,nescau,1,4b18a3d1193a0b75
Ana Marques Vieira,81076193820,nescau po,3,nescau,2,a18b3d828ffb3386
Otavio Souza Rocha,12548055590,manteiga aviacao,5,aviacao,2,5397960aeba2e6b3
Isabela Santos Lima,25925780132,queijo mussarela fatiado,2,generico,4,405c85bc4c79e9d8
Patricia Oliveira Barbosa,86406968026,queijo mussarela fatiado,5,generico,4,405c85bc4c79e9d8
Vinicius Cardoso Costa,97616924000,rosquinha coco galo,1,galo,2,404ff7046866c3ed
Joao Nascimento Lima,6167112398,nissin tomate turma monica,3,nissin,1,100aa838694d80b7
Lucas Carvalho,98765432100,sabonete dove,4,dove,5,02b277c4789da68c
Beatriz Marques Barbosa,55565857503,bala eucalipto freegells,1,freegells,2,5fa1193e6c084a06
Caio Moreira Costa,11387575864,suco maracuja kapo,2,kapo,1,c9e0b63010291868
Henrique Santos Almeida,10114581010,frango perdigao,2,perdigao,5,820d2ae8c8ad4579
Andre Barbosa Lima,77106803308,frango perdigao,5,perdigao,3,820d2ae8c8ad4579
Vinicius Cardoso Costa,97616924000,chocolate po dubom,1,dubom,5,5f37a52700f1804a
Matheus Ferreira Santana,1291102647,creme dental colgate,5,colgate,5,6675903bd8378edd
Vitoria Costa Andrade,13247830448,cafe pilao,3,pilao,1,595a16276251ffad
Caio Moreira Costa,11387575864,oleo soja soya,1,soya,5,115b0cd735758b62
Isabela Nunes Cardoso,45161646632,acucar uniao,1,união,2,fc1b0d5db586ebe9
Lucas Carvalho,98765432100,biscoito brig trigolino,1,trigolino,4,bae138b239e23b96
Beatriz Marques Barbosa,55565857503,frango perdigao,2,perdigao,4,820d2ae8c8ad4579
Andre Barbosa Lima,77106803308,nissin tomate turma monica,3,nissin,5,100aa838694d80b7
Zoe Carvalho Ferreira,60747317305,macarrao renata espaguete,3,renata,4,ee1490e9b7a35448
Joao Nascimento Lima,6167112398,sabonete palm,2,palmolive,4,a0b9e00f24ed41d1
Joao Nascimento Lima,6167112398,calabresa perdigao,3,perdigao,5,3b786ddf17a84fdb
Olivia Oliveira Freitas,94232829032,chocolate po dubom,3,dubom,2,5f37a52700f1804a
Beatriz Marques Barbosa,55565857503,rosquinha coco galo,2,galo,4,404ff7046866c3ed
Henrique Santos Almeida,10114581010,pao frances,5,generico,3,d50b681b711f8c2e
Andre Barbosa Lima,77106803308,sabonete palm,5,palmolive,2,a0b9e00f24ed41d1
Zoe Carvalho Ferreira,60747317305,leite condensado semidesnatado tirol,3,tirol,2,d1f22bd632c5ff26
Olivia Oliveira Freitas,94232829032,refrigerante coca cola,1,coca cola,5,b859dc801d8350ec
Vitoria Costa Andrade,13247830448,papel higienico perfurmado flor lotus,4,flor de lotus,5,0bfd9ef01bb0c0be
Olivia Oliveira Freitas,94232829032,refrigerante grapette,1,grapette,4,b18ec33b49021f37
Beatriz Marques Barbosa,55565857503,acucar uniao,2,união,3,fc1b0d5db586ebe9
Andre Barbosa Lima,77106803308,suco laranja dafruta,3,dafruta,3,3dbc58dc82f8efe9
Olivia Oliveira Freitas,94232829032,macarrao renata espaguete,5,renata,4,ee1490e9b7a35448
Isabela Nunes Cardoso,45161646632,macarrao renata espaguete,4,renata,4,ee1490e9b7a35448
Beatriz Moreira Lima,70903418525,pao integral rap10,2,rap10,4,152e5ac17c247386
Otavio Souza Rocha,12548055590,goma tapioca jo alimentos,2,generico,3,b0f59646ddc9458c
Beatriz Marques Barbosa,55565857503,papel higienico perfurmado flor lotus,2,flor de lotus,3,0bfd9ef01bb0c0be
Matheus Ferreira Santana,1291102647,refrigerante grapette,3,grapette,2,b18ec33b49021f37
Isabela Santos Lima,25925780132,melancia,4,generico,1,4fa3230bc9e14928
Matheus Ferreira Santana,1291102647,batata palha scrush,2,scrush,3,896e9930b557a4ee
Ana Marques Vieira,81076193820,papel higienico neve,5,neve,3,2787dd01f45d49b0
Beatriz Moreira Lima,70903418525,creme dental colgate,1,colgate,2,6675903bd8378edd
Larissa Carvalho Ferreira,45756376372,calabresa perdigao,5,perdigao,2,3b786ddf17a84fdb
Beatriz Marques Barbosa,55565857503,creme dental colgate,2,colgate,3,6675903bd8378edd
Beatriz Marques Barbosa,55565857503,suco laranja dafruta,4,dafruta,2,3dbc58dc82f8efe9
Lucas Carvalho,98765432100,salsicha hot dog seara,1,seara,3,80aed25561e211eb
Isabela Santos Lima,25925780132,pao de forma,1,generico,5,7c0d84a202081aeb
Isabela Nunes Cardoso,45161646632,rosquinha coco galo,5,galo,1,404ff7046866c3ed
Vinicius Cardoso Costa,97616924000,suco morango kapo,5,kapo,2,2a03f46abe452c69
Otavio Souza Rocha,12548055590,acucar uniao,5,união,5,fc1b0d5db586ebe9
Caio Moreira Costa,11387575864,farinha lactea nestle,5,nestle,5,46ab29ed9bb90277
Joao Nascimento Lima,6167112398,papel higienico perfurmado flor lotus,1,flor de lotus,4,0bfd9ef01bb0c0be
Otavio Souza Rocha,12548055590,papel higienico neve,4,neve,5,2787dd01f45d49b0
Igor Souza Moreira,95830436809,presunto cozido bigbom,2,big bom,3,bbd7ad169db9ba96
Vinicius Cardoso Costa,97616924000,leite condensado mococa,4,mococa,5,6cc6e39b987fc50a
Isabela Costa Souza,71475109172,melancia,3,generico,2,4fa3230bc9e14928
Caio Moreira Costa,11387575864,acucar uniao,2,união,3,fc1b0d5db586ebe9
Isabela Costa Souza,71475109172,manteiga aviacao,5,aviacao,4,5397960aeba2e6b3
Lucas Carvalho,98765432100,melancia,3,generico,4,4fa3230bc9e14928
Isabela Costa Souza,71475109172,cheiro verde misto,5,generico,5,a6af865ce62f0ffd
Zoe Carvalho Ferreira,60747317305,papel higienico neve,2,neve,4,2787dd01f45d49b0
Lucas Carvalho,98765432100,nissin tomate turma monica,3,nissin,5,100aa838694d80b7
Isabela Costa Souza,71475109172,refrigerante laranjinha,4,laranjinha,3,45c4d145142850d3
Caio Moreira Costa,11387575864,creme dental colgate,3,colgate,3,6675903bd8378edd
Isabela Santos Lima,25925780132,feijao carioca,5,generico,5,34fa3239bb692bcf
Matheus Ferreira Santana,1291102647,leite condensado mococa,5,mococa,2,6cc6e39b987fc50a
Vinicius Lopes Fernandes,64448139212,suco maracuja kapo,2,kapo,2,c9e0b63010291868
Joao Nascimento Lima,6167112398,achocolatado po nescau,3,nescau,3,4b18a3d1193a0b75
Vitoria Costa Andrade,13247830448,presunto cozido bigbom,4,big bom,1,bbd7ad169db9ba96
Larissa Carvalho Ferreira,45756376372,papel higienico perfurmado flor lotus,1,flor de lotus,4,0bfd9ef01bb0c0be
Patricia Oliveira Barbosa,86406968026,oleo soja concord,1,concord,2,d62cd37fcb75ae41
Vitoria Costa Andrade,13247830448,bala eucalipto freegells,2,freegells,1,5fa1193e6c084a06
Beatriz Marques Barbosa,55565857503,iogurte nestle morango,2,nestle,4,7e9c0100871ad92b
Henrique Santos Almeida,10114581010,bala eucalipto freegells,1,freegells,5,5fa1193e6c084a06
Isabela Costa Souza,71475109172,salsicha hot dog seara,1,seara,5,80aed25561e211eb
Lucas Carvalho,98765432100,pao de forma,5,generico,5,7c0d84a202081aeb
Isabela Costa Souza,71475109172,feijao carioca,1,generico,1,34fa3239bb692bcf
Henrique Santos Almeida,10114581010,presunto cozido bigbom,1,big bom,5,bbd7ad169db9ba96
Beatriz Marques Barbosa,55565857503,milho pipoca campi,2,campi,5,ce8e300dffdeb602
Patricia Oliveira Barbosa,86406968026,macarrao renata espaguete,3,renata,3,ee1490e9b7a35448
Beatriz Marques Barbosa,55565857503,papel higienico neve,1,neve,4,2787dd01f45d49b0
Patricia Oliveira Barbosa,86406968026,leite condensado mococa,3,mococa,3,6cc6e39b987fc50a
Henrique Santos Almeida,10114581010,batata palha scrush,5,scrush,2,896e9930b557a4ee
Patricia Oliveira Barbosa,86406968026,melancia,4,generico,2,4fa3230bc9e14928
Igor Souza Moreira,95830436809,leite condensado mococa,2,mococa,2,6cc6e39b987fc50a
Lucas Carvalho,98765432100,iogurte nestle morango,4,nestle,1,7e9c0100871ad92b
Larissa Carvalho Ferreira,45756376372,refrigerante coca cola,3,coca cola,3,b859dc801d8350ec
Isabela Costa Souza,71475109172,iogurte nestle morango,2,nestle,3,7e9c0100871ad92b
Vinicius Cardoso Costa,97616924000,oleo soja soya,2,soya,1,115b0cd735758b62
Isabela Costa Souza,71475109172,rosquinha coco galo,5,galo,3,404ff7046866c3ed
Olivia Oliveira Freitas,94232829032,nissin tomate turma monica,4,nissin,5,100aa838694d80b7
Ana Marques Vieira,81076193820,macarrao renata espaguete,1,renata,5,ee1490e9b7a35448
Beatriz Marques Barbosa,55565857503,cheiro verde misto,3,generico,5,a6af865ce62f0ffd
Matheus Ferreira Santana,1291102647,leite condensado semidesnatado tirol,5,tirol,2,d1f22bd632c5ff26
Otavio Souza Rocha,12548055590,sorvete chocolate toya,1,toya,3,4d1321dc998bb78c
Isabela Santos Lima,25925780132,suco maracuja kapo,2,kapo,2,c9e0b63010291868
